Customer ID,Age,Gender,Item Purchased,Category,Purchase Amount (USD),Location,Size,Color,Season,Review Rating,Payment Method,Shipping Type,Previous Purchases,Preferred Payment Method,Frequency of Purchases,Customer Segmentation,Seasonal Trends,Delivery Time,Number of Items Purchased
175,41,Male,Shoes,Footwear,35,Vermont,L,Brown,Winter,3.5,Venmo,Express,37,Venmo,Annually,Loyal,Back to school,11,2
176,53,Male,Coat,Outerwear,86,Oklahoma,L,Violet,Fall,2.8,Debit Card,Next Day Air,2,Bank Transfer,Annually,VIP,Pre-fall shopping,21,9
177,53,Male,Backpack,Accessories,81,New Hampshire,L,Black,Spring,2.7,Bank Transfer,Next Day Air,30,Credit Card,Quarterly,Loyal,Christmas present,28,3
178,21,Male,Hoodie,Clothing,42,Kansas,L,Magenta,Fall,3.7,Debit Card,Next Day Air,47,Bank Transfer,Monthly,Loyal,Back to school,26,5
179,61,Male,Skirt,Clothing,43,Idaho,L,Lavender,Fall,4.3,Debit Card,2-Day Shipping,21,PayPal,Quarterly,Loyal,Back to school,27,4
180,64,Male,Boots,Footwear,31,Illinois,M,Violet,Fall,4.9,Debit Card,Store Pickup,9,Bank Transfer,Fortnightly,New,Back to school,6,3
181,51,Male,Sandals,Footwear,81,South Dakota,L,Green,Fall,3.3,Cash,Store Pickup,12,Debit Card,Fortnightly,New,Back to school,30,3
182,32,Male,Pants,Clothing,61,Massachusetts,M,Beige,Summer,4.7,Venmo,Next Day Air,4,Bank Transfer,Weekly,VIP,Pre-fall shopping,17,4
183,38,Male,Gloves,Accessories,96,Alabama,XL,Purple,Summer,2.8,Venmo,Store Pickup,10,Debit Card,Annually,Loyal,Christmas present,6,4
184,58,Male,Skirt,Clothing,29,Ohio,XL,Beige,Spring,3.6,Bank Transfer,2-Day Shipping,26,Credit Card,Weekly,VIP,Summer preperation,19,4
185,32,Male,Sneakers,Footwear,33,Hawaii,L,Cyan,Spring,3.0,Cash,Express,40,Cash,Fortnightly,Loyal,Pre-fall shopping,28,3
186,46,Male,T-shirt,Clothing,32,Wisconsin,XL,Silver,Summer,4.5,Bank Transfer,Store Pickup,34,Bank Transfer,Fortnightly,Loyal,Christmas present,5,3
187,39,Male,Backpack,Accessories,56,Minnesota,S,Lavender,Summer,2.9,Debit Card,Standard,31,Debit Card,Annually,VIP,Back to school,11,3
188,19,Male,Shoes,Footwear,94,Georgia,S,Purple,Spring,3.3,Credit Card,Store Pickup,1,Bank Transfer,Bi-Weekly,Loyal,Christmas present,29,5
189,50,Male,Hoodie,Clothing,53,Arkansas,M,Pink,Spring,3.1,Credit Card,Express,5,Bank Transfer,Bi-Weekly,New,Christmas present,6,7
190,36,Male,Blouse,Clothing,82,West Virginia,M,Maroon,Fall,4.4,Venmo,Next Day Air,4,Credit Card,Weekly,VIP,Back to school,24,5
191,65,Male,Coat,Outerwear,70,Indiana,XL,Beige,Fall,3.0,Venmo,Free Shipping,48,Venmo,Quarterly,New,Summer preperation,20,9
192,64,Male,Hat,Accessories,76,Utah,M,Gray,Fall,3.9,Credit Card,Free Shipping,29,Cash,Every 3 Months,VIP,Christmas present,27,5
193,46,Male,Shoes,Footwear,29,Nebraska,L,Turquoise,Summer,2.9,Venmo,Express,12,PayPal,Bi-Weekly,New,Pre-fall shopping,23,6
194,36,Male,Belt,Accessories,100,North Dakota,S,Silver,Fall,3.0,PayPal,Standard,29,Venmo,Annually,New,Christmas present,19,2
195,51,Male,Backpack,Accessories,94,Missouri,M,Olive,Spring,3.1,Venmo,Express,15,Debit Card,Quarterly,Loyal,Pre-fall shopping,6,5
196,51,Male,Jacket,Outerwear,25,New York,M,Magenta,Fall,4.3,Credit Card,Free Shipping,34,Credit Card,Monthly,Loyal,Back to school,17,3
197,38,Male,Boots,Footwear,88,Washington,M,Lavender,Summer,3.9,Cash,Next Day Air,41,Credit Card,Fortnightly,VIP,Pre-fall shopping,11,6
198,59,Male,Scarf,Accessories,78,South Carolina,M,Black,Fall,3.2,Debit Card,2-Day Shipping,41,Credit Card,Monthly,New,Christmas present,9,6
199,57,Male,Jewelry,Accessories,45,Utah,M,Turquoise,Winter,4.8,Cash,Standard,39,Credit Card,Fortnightly,Loyal,Back to school,16,8
200,54,Male,Hat,Accessories,73,Idaho,XL,Green,Summer,3.8,Debit Card,Express,32,Cash,Weekly,New,Pre-fall shopping,10,9
201,25,Male,Dress,Clothing,61,Pennsylvania,S,Teal,Summer,3.3,PayPal,Next Day Air,29,Venmo,Monthly,VIP,Christmas present,2,6
202,69,Male,Blouse,Clothing,22,Missouri,S,Beige,Fall,4.3,Bank Transfer,Free Shipping,15,Bank Transfer,Annually,New,Christmas present,17,4
203,57,Male,Hat,Accessories,38,Nebraska,L,Magenta,Spring,2.7,Bank Transfer,Express,33,Venmo,Annually,New,Summer preperation,18,8
204,70,Male,Scarf,Accessories,38,Indiana,S,Yellow,Fall,3.2,PayPal,Next Day Air,18,Bank Transfer,Weekly,VIP,Christmas present,12,8
205,24,Male,Sneakers,Footwear,100,Arizona,M,Yellow,Fall,4.0,PayPal,Store Pickup,35,Cash,Bi-Weekly,Loyal,Christmas present,13,5
206,67,Male,Shirt,Clothing,64,Hawaii,M,Silver,Winter,3.0,Bank Transfer,Standard,25,PayPal,Weekly,Loyal,Summer preperation,21,2
207,24,Male,T-shirt,Clothing,55,Wisconsin,L,Silver,Summer,4.2,Venmo,Free Shipping,6,Venmo,Fortnightly,Loyal,Back to school,25,9
208,62,Male,Gloves,Accessories,91,Rhode Island,M,Silver,Summer,2.9,Venmo,Express,17,Bank Transfer,Bi-Weekly,Loyal,Summer preperation,14,3
209,57,Male,Skirt,Clothing,38,Wisconsin,M,Gold,Spring,4.1,Cash,Store Pickup,17,Credit Card,Monthly,Loyal,Christmas present,9,4
210,55,Male,Sandals,Footwear,97,Minnesota,S,Olive,Winter,3.2,Bank Transfer,Store Pickup,44,Cash,Every 3 Months,Loyal,Back to school,17,2
211,45,Male,Jacket,Outerwear,22,Vermont,L,Teal,Fall,3.0,Venmo,2-Day Shipping,6,PayPal,Fortnightly,Loyal,Summer preperation,14,7
212,69,Male,Skirt,Clothing,92,South Dakota,L,Maroon,Fall,4.2,Venmo,2-Day Shipping,45,Debit Card,Fortnightly,New,Summer preperation,6,6
213,67,Male,Handbag,Accessories,84,Virginia,L,Blue,Fall,4.2,Venmo,Express,7,Debit Card,Annually,New,Christmas present,17,1
214,30,Male,Handbag,Accessories,93,Nevada,L,Peach,Fall,4.4,Cash,Store Pickup,11,Debit Card,Every 3 Months,New,Pre-fall shopping,3,3
215,24,Male,Jacket,Outerwear,50,Hawaii,L,Blue,Summer,4.2,Cash,Next Day Air,41,Cash,Every 3 Months,Loyal,Christmas present,25,1
216,62,Male,Scarf,Accessories,64,New Jersey,S,Orange,Spring,2.8,Bank Transfer,2-Day Shipping,24,PayPal,Bi-Weekly,Loyal,Pre-fall shopping,21,3
217,43,Male,Shorts,Clothing,61,Massachusetts,L,Yellow,Spring,3.7,Cash,Free Shipping,21,Venmo,Weekly,Loyal,Christmas present,14,3
218,35,Male,Sunglasses,Accessories,48,Oklahoma,M,Purple,Winter,3.5,Venmo,Next Day Air,24,Bank Transfer,Annually,New,Pre-fall shopping,10,7
219,28,Male,T-shirt,Clothing,45,California,S,Magenta,Spring,2.9,Credit Card,Store Pickup,8,Credit Card,Quarterly,Loyal,Pre-fall shopping,21,1
220,32,Male,Belt,Accessories,88,Nevada,M,Cyan,Spring,3.0,Venmo,Free Shipping,12,Cash,Fortnightly,VIP,Summer preperation,6,1
221,39,Male,Sneakers,Footwear,57,Arizona,S,Indigo,Spring,3.7,Debit Card,Express,48,Debit Card,Fortnightly,New,Summer preperation,13,1
222,28,Male,Hat,Accessories,68,North Carolina,XL,Magenta,Summer,4.4,Debit Card,Store Pickup,6,Bank Transfer,Quarterly,VIP,Summer preperation,30,4
223,47,Male,Gloves,Accessories,94,New York,XL,Gray,Spring,4.5,Venmo,2-Day Shipping,14,PayPal,Fortnightly,Loyal,Pre-fall shopping,7,6
224,20,Male,Pants,Clothing,41,Wyoming,M,Turquoise,Spring,4.8,Venmo,Free Shipping,34,PayPal,Annually,New,Summer preperation,17,2
225,63,Male,Socks,Clothing,83,South Dakota,S,Beige,Summer,2.9,PayPal,Free Shipping,12,Cash,Every 3 Months,Loyal,Back to school,4,3
226,25,Male,Jacket,Outerwear,22,Arkansas,M,Olive,Spring,3.2,Debit Card,Next Day Air,11,Bank Transfer,Annually,VIP,Pre-fall shopping,10,5
227,29,Male,Shoes,Footwear,74,Texas,L,Violet,Spring,3.3,Cash,Free Shipping,5,PayPal,Monthly,New,Pre-fall shopping,14,1
228,50,Male,Jeans,Clothing,90,Rhode Island,M,Turquoise,Winter,4.2,Venmo,Standard,25,Venmo,Fortnightly,New,Summer preperation,22,8
229,18,Male,Socks,Clothing,79,New Hampshire,M,White,Spring,2.9,Credit Card,Store Pickup,11,Credit Card,Annually,VIP,Pre-fall shopping,20,9
230,70,Male,Sandals,Footwear,28,Ohio,S,Silver,Spring,4.6,Cash,Next Day Air,27,PayPal,Every 3 Months,VIP,Christmas present,22,5
231,66,Male,Scarf,Accessories,88,Utah,L,Olive,Fall,4.1,Venmo,Standard,43,Credit Card,Annually,New,Summer preperation,14,7
232,28,Male,Blouse,Clothing,26,Tennessee,M,Blue,Spring,3.1,Bank Transfer,2-Day Shipping,18,Debit Card,Every 3 Months,New,Christmas present,4,4
233,54,Male,Jewelry,Accessories,27,Hawaii,L,Purple,Winter,4.2,Bank Transfer,Express,32,Bank Transfer,Bi-Weekly,New,Back to school,27,9
234,19,Male,Sweater,Clothing,83,Arizona,XL,Yellow,Fall,4.5,PayPal,Next Day Air,27,Bank Transfer,Every 3 Months,New,Christmas present,12,4
235,20,Male,Gloves,Accessories,39,South Dakota,S,Silver,Summer,3.7,PayPal,Next Day Air,24,Credit Card,Weekly,New,Pre-fall shopping,26,2
236,43,Male,Sunglasses,Accessories,89,New Jersey,M,Cyan,Winter,3.7,Cash,Free Shipping,31,Debit Card,Quarterly,New,Pre-fall shopping,7,7
237,38,Male,Coat,Outerwear,68,North Dakota,L,Green,Winter,3.4,Debit Card,Next Day Air,39,PayPal,Fortnightly,New,Pre-fall shopping,17,2
238,50,Male,Dress,Clothing,90,Iowa,M,Beige,Summer,3.0,Venmo,Store Pickup,36,Debit Card,Fortnightly,New,Christmas present,23,5
239,64,Male,Skirt,Clothing,34,Ohio,M,Peach,Fall,4.2,Debit Card,Free Shipping,5,Cash,Annually,VIP,Summer preperation,11,7
240,49,Male,Pants,Clothing,51,Vermont,L,Yellow,Summer,2.9,PayPal,Express,47,Credit Card,Bi-Weekly,New,Summer preperation,26,7
241,47,Male,Sweater,Clothing,45,Montana,XL,Turquoise,Winter,3.5,Credit Card,Free Shipping,29,Bank Transfer,Fortnightly,Loyal,Christmas present,30,8
242,36,Male,Hoodie,Clothing,88,Delaware,M,Peach,Winter,4.1,PayPal,Free Shipping,43,Venmo,Bi-Weekly,VIP,Christmas present,6,9
243,55,Male,Coat,Outerwear,85,New York,L,Gray,Summer,4.3,Credit Card,Store Pickup,40,Debit Card,Every 3 Months,Loyal,Summer preperation,4,1
244,25,Male,Jewelry,Accessories,100,Kentucky,M,Olive,Winter,2.8,Credit Card,2-Day Shipping,4,Debit Card,Monthly,Loyal,Back to school,27,5
245,53,Male,Belt,Accessories,42,Oregon,S,Indigo,Spring,4.9,Debit Card,2-Day Shipping,39,PayPal,Weekly,Loyal,Pre-fall shopping,26,3
246,49,Male,Sandals,Footwear,53,Rhode Island,L,Charcoal,Summer,3.3,Cash,Next Day Air,45,Venmo,Fortnightly,VIP,Christmas present,10,1
247,35,Male,Sunglasses,Accessories,86,Nevada,XL,Beige,Spring,3.2,Credit Card,Express,20,Venmo,Bi-Weekly,Loyal,Christmas present,2,6
248,29,Male,Sweater,Clothing,66,Montana,XL,Brown,Spring,4.4,Credit Card,Standard,14,Debit Card,Weekly,VIP,Summer preperation,19,7
249,47,Male,Belt,Accessories,100,Pennsylvania,M,Blue,Winter,4.8,Venmo,Express,33,PayPal,Weekly,Loyal,Summer preperation,26,7
250,53,Male,Handbag,Accessories,47,Alaska,S,Teal,Fall,4.2,Cash,Standard,18,Credit Card,Annually,New,Back to school,24,4
251,33,Male,Skirt,Clothing,25,Mississippi,L,Black,Fall,4.0,Debit Card,Express,9,Bank Transfer,Weekly,New,Summer preperation,20,5
252,21,Male,Handbag,Accessories,51,Wyoming,XL,Gold,Winter,2.5,PayPal,Standard,34,PayPal,Annually,VIP,Christmas present,9,9
253,32,Male,Shorts,Clothing,41,Delaware,M,Violet,Summer,3.9,Cash,Free Shipping,33,Venmo,Fortnightly,New,Summer preperation,28,9
254,52,Male,Boots,Footwear,73,Oklahoma,L,Cyan,Winter,4.9,PayPal,2-Day Shipping,15,Bank Transfer,Bi-Weekly,Loyal,Christmas present,6,1
255,67,Male,Sunglasses,Accessories,42,Indiana,M,White,Winter,3.5,Credit Card,Store Pickup,4,PayPal,Bi-Weekly,New,Pre-fall shopping,9,2
256,43,Male,Scarf,Accessories,20,Maryland,M,Charcoal,Spring,4.2,Debit Card,Free Shipping,25,Debit Card,Annually,New,Back to school,24,8
257,58,Male,Jewelry,Accessories,30,South Dakota,XL,Violet,Spring,4.7,Venmo,Express,20,Credit Card,Every 3 Months,Loyal,Back to school,8,1
258,20,Male,Handbag,Accessories,53,West Virginia,M,Red,Summer,4.5,PayPal,Express,5,Credit Card,Quarterly,New,Back to school,20,5
259,61,Male,Gloves,Accessories,74,Alabama,S,Lavender,Spring,2.8,Venmo,Express,16,Cash,Quarterly,New,Pre-fall shopping,24,8
260,32,Male,Jeans,Clothing,57,Louisiana,M,Gold,Fall,2.9,Credit Card,Standard,13,Debit Card,Annually,VIP,Christmas present,29,5
261,38,Male,Hat,Accessories,57,Montana,S,Red,Winter,3.2,Bank Transfer,2-Day Shipping,11,Credit Card,Every 3 Months,VIP,Pre-fall shopping,6,2
262,21,Male,Jeans,Clothing,77,California,L,Magenta,Winter,4.9,Cash,Standard,21,Credit Card,Annually,VIP,Pre-fall shopping,12,5
263,37,Male,Pants,Clothing,40,Hawaii,M,Teal,Summer,3.7,Cash,Next Day Air,6,Debit Card,Annually,Loyal,Summer preperation,26,4
264,27,Male,Shorts,Clothing,46,Iowa,M,Purple,Summer,4.3,Credit Card,Store Pickup,29,Venmo,Monthly,VIP,Back to school,22,7
265,36,Male,Pants,Clothing,78,Colorado,S,Charcoal,Fall,3.9,Venmo,Store Pickup,15,Cash,Annually,Loyal,Back to school,29,1
266,32,Male,Backpack,Accessories,59,Michigan,M,Gray,Spring,3.2,Venmo,2-Day Shipping,17,Bank Transfer,Bi-Weekly,New,Summer preperation,22,1
267,51,Male,Jewelry,Accessories,75,Louisiana,L,White,Summer,3.1,Cash,Express,32,Credit Card,Weekly,New,Back to school,14,9
268,64,Male,Sweater,Clothing,54,Maryland,M,Olive,Spring,3.9,Venmo,2-Day Shipping,42,Venmo,Annually,New,Christmas present,2,9
269,68,Male,Shoes,Footwear,42,Georgia,M,Charcoal,Spring,2.6,Venmo,Store Pickup,21,Cash,Monthly,New,Pre-fall shopping,5,5
270,68,Male,Blouse,Clothing,44,Georgia,M,Charcoal,Winter,3.3,PayPal,Next Day Air,9,Cash,Bi-Weekly,Loyal,Christmas present,12,4
271,33,Male,Jeans,Clothing,52,North Dakota,XL,Orange,Fall,4.6,Debit Card,Free Shipping,16,Bank Transfer,Annually,New,Christmas present,30,4
272,65,Male,Sunglasses,Accessories,69,Maryland,XL,Yellow,Summer,4.6,Credit Card,Express,42,Credit Card,Fortnightly,VIP,Christmas present,2,3
273,48,Male,Jewelry,Accessories,26,Oregon,M,Beige,Summer,4.4,PayPal,2-Day Shipping,37,Debit Card,Bi-Weekly,VIP,Christmas present,28,7
274,69,Male,Coat,Outerwear,33,North Dakota,S,Silver,Spring,4.2,Cash,Express,32,Debit Card,Quarterly,VIP,Summer preperation,22,5
275,59,Male,Jewelry,Accessories,32,Maryland,M,Indigo,Spring,3.0,Credit Card,Express,28,Cash,Bi-Weekly,New,Back to school,30,2
276,48,Male,Backpack,Accessories,85,Virginia,XL,Lavender,Winter,4.0,Debit Card,Express,13,Credit Card,Weekly,VIP,Back to school,18,9
277,25,Male,Skirt,Clothing,30,South Dakota,XL,Turquoise,Fall,3.5,Debit Card,Express,11,Bank Transfer,Fortnightly,New,Pre-fall shopping,17,4
278,29,Male,Shirt,Clothing,29,Georgia,M,Green,Winter,3.0,Credit Card,Store Pickup,36,Bank Transfer,Bi-Weekly,New,Christmas present,15,5
279,57,Male,Sweater,Clothing,95,Hawaii,M,Orange,Spring,3.7,Bank Transfer,Express,23,Debit Card,Annually,New,Back to school,26,8
280,23,Male,Sneakers,Footwear,69,Arkansas,L,Turquoise,Summer,4.0,Credit Card,Standard,37,Bank Transfer,Monthly,VIP,Back to school,16,8
281,45,Male,Sandals,Footwear,69,Montana,S,Cyan,Fall,4.2,Debit Card,2-Day Shipping,21,Cash,Bi-Weekly,New,Summer preperation,12,4
282,38,Male,Belt,Accessories,61,Oklahoma,XL,Charcoal,Spring,2.5,Bank Transfer,Standard,22,Debit Card,Bi-Weekly,New,Christmas present,20,3
283,21,Male,Skirt,Clothing,94,Minnesota,M,Teal,Summer,3.0,Debit Card,2-Day Shipping,9,Cash,Monthly,Loyal,Christmas present,4,1
284,32,Male,Sweater,Clothing,30,Montana,S,Maroon,Fall,3.2,Debit Card,Next Day Air,16,Venmo,Annually,VIP,Christmas present,4,7
285,63,Male,Skirt,Clothing,45,Ohio,M,Red,Summer,3.5,PayPal,Standard,4,PayPal,Quarterly,New,Christmas present,28,7
286,29,Male,Handbag,Accessories,39,Kentucky,XL,Yellow,Summer,4.8,Credit Card,Express,3,Debit Card,Bi-Weekly,VIP,Summer preperation,11,2
287,27,Male,Jewelry,Accessories,51,Nebraska,L,Gray,Summer,2.6,Cash,Store Pickup,6,Debit Card,Annually,VIP,Christmas present,10,5
288,56,Male,Scarf,Accessories,37,Delaware,L,Blue,Spring,3.4,Cash,2-Day Shipping,18,Venmo,Fortnightly,VIP,Back to school,12,5
289,30,Male,T-shirt,Clothing,62,North Carolina,M,Lavender,Winter,3.7,Credit Card,2-Day Shipping,34,Venmo,Bi-Weekly,VIP,Summer preperation,27,1
290,49,Male,Coat,Outerwear,85,New York,M,Yellow,Fall,4.5,Debit Card,2-Day Shipping,26,Credit Card,Monthly,VIP,Christmas present,21,8
291,58,Male,T-shirt,Clothing,33,Colorado,M,Indigo,Winter,3.7,Bank Transfer,Standard,50,PayPal,Weekly,VIP,Christmas present,13,2
292,57,Male,Dress,Clothing,26,Delaware,XL,Violet,Fall,3.3,Credit Card,Next Day Air,40,Bank Transfer,Monthly,Loyal,Summer preperation,13,9
293,60,Male,Shoes,Footwear,99,Utah,M,Green,Spring,4.7,Credit Card,Free Shipping,24,Cash,Quarterly,New,Back to school,18,7
294,69,Male,Handbag,Accessories,39,Connecticut,M,White,Spring,2.7,PayPal,Express,33,PayPal,Annually,VIP,Pre-fall shopping,26,7
295,70,Male,Skirt,Clothing,20,New Jersey,M,Gold,Spring,4.6,Cash,Store Pickup,19,Credit Card,Every 3 Months,VIP,Christmas present,7,2
296,53,Male,Sunglasses,Accessories,42,West Virginia,M,Indigo,Winter,2.7,Venmo,Store Pickup,24,Credit Card,Quarterly,VIP,Summer preperation,23,7
297,25,Male,Sandals,Footwear,74,Indiana,S,Lavender,Spring,4.8,PayPal,2-Day Shipping,19,Credit Card,Weekly,Loyal,Pre-fall shopping,27,3
298,48,Male,Shoes,Footwear,26,Delaware,XL,Purple,Summer,4.4,Bank Transfer,Standard,4,Credit Card,Bi-Weekly,New,Christmas present,17,2
299,69,Male,T-shirt,Clothing,53,Maryland,M,Lavender,Winter,4.0,Cash,Standard,11,Venmo,Every 3 Months,New,Back to school,20,8
300,25,Male,Sneakers,Footwear,80,Pennsylvania,M,Maroon,Summer,3.2,Credit Card,Next Day Air,28,PayPal,Fortnightly,New,Back to school,15,2
301,29,Male,Hat,Accessories,98,Iowa,M,Teal,Spring,4.4,Cash,Store Pickup,24,PayPal,Weekly,New,Back to school,28,6
302,46,Male,Skirt,Clothing,95,Pennsylvania,M,Green,Spring,3.8,Debit Card,Standard,25,Credit Card,Every 3 Months,Loyal,Back to school,11,7
303,37,Male,Sweater,Clothing,44,Delaware,L,Olive,Summer,3.6,Venmo,Express,27,Bank Transfer,Every 3 Months,New,Christmas present,26,6
304,20,Male,Sandals,Footwear,60,Oregon,M,Turquoise,Summer,3.3,Cash,Next Day Air,49,Venmo,Weekly,Loyal,Christmas present,7,1
305,40,Male,Dress,Clothing,84,Oregon,M,Green,Winter,3.4,Venmo,Next Day Air,45,Credit Card,Bi-Weekly,Loyal,Christmas present,25,4
306,60,Male,Sweater,Clothing,59,Utah,M,Teal,Fall,3.5,Debit Card,2-Day Shipping,26,PayPal,Annually,New,Back to school,5,8
307,26,Male,Jacket,Outerwear,49,North Dakota,S,White,Summer,3.6,Debit Card,Express,4,Cash,Annually,Loyal,Back to school,25,9
308,29,Male,Gloves,Accessories,32,Florida,M,Orange,Winter,3.2,Cash,Free Shipping,3,Credit Card,Every 3 Months,VIP,Back to school,22,9
309,66,Male,Handbag,Accessories,29,Maryland,M,Beige,Fall,3.7,Bank Transfer,Standard,45,Venmo,Bi-Weekly,Loyal,Summer preperation,23,1
310,66,Male,Dress,Clothing,22,Minnesota,M,Yellow,Spring,4.5,Bank Transfer,Standard,21,Cash,Fortnightly,Loyal,Summer preperation,19,2
311,56,Male,Pants,Clothing,85,Montana,M,Charcoal,Winter,4.6,Debit Card,Standard,50,Cash,Fortnightly,New,Pre-fall shopping,22,3
312,69,Male,Jeans,Clothing,52,Rhode Island,L,Silver,Winter,4.1,Debit Card,Store Pickup,19,Bank Transfer,Monthly,Loyal,Summer preperation,30,2
313,38,Male,Pants,Clothing,89,Massachusetts,L,Green,Spring,3.4,Bank Transfer,Next Day Air,6,PayPal,Annually,Loyal,Pre-fall shopping,13,5
314,42,Male,Dress,Clothing,77,Vermont,M,Pink,Spring,3.7,PayPal,Express,50,Credit Card,Every 3 Months,Loyal,Back to school,14,1
315,30,Male,Pants,Clothing,24,New Jersey,M,Purple,Summer,3.3,PayPal,Store Pickup,17,Debit Card,Every 3 Months,New,Pre-fall shopping,23,4
316,66,Male,Jewelry,Accessories,24,Wisconsin,XL,Orange,Spring,4.5,Venmo,Express,24,Debit Card,Annually,New,Christmas present,20,8
317,36,Male,Handbag,Accessories,22,California,M,Charcoal,Fall,3.3,Bank Transfer,Free Shipping,46,Venmo,Monthly,VIP,Back to school,2,7
318,58,Male,Sweater,Clothing,82,West Virginia,L,Teal,Fall,4.3,Bank Transfer,Standard,42,Cash,Every 3 Months,Loyal,Summer preperation,27,7
319,45,Male,Backpack,Accessories,67,South Dakota,M,Beige,Winter,2.5,PayPal,Standard,10,Cash,Annually,VIP,Summer preperation,17,9
320,47,Male,Shorts,Clothing,74,Maine,XL,White,Spring,2.6,Venmo,Standard,1,Cash,Every 3 Months,Loyal,Christmas present,9,3
321,66,Male,Jewelry,Accessories,72,Kansas,L,White,Summer,4.9,PayPal,Standard,28,Debit Card,Quarterly,VIP,Summer preperation,22,5
322,41,Male,Sneakers,Footwear,36,Vermont,L,Orange,Summer,4.7,Credit Card,Free Shipping,48,Debit Card,Quarterly,Loyal,Back to school,18,4
323,41,Male,Belt,Accessories,95,Tennessee,S,Cyan,Winter,3.0,Credit Card,Standard,47,Credit Card,Monthly,Loyal,Back to school,14,1
324,66,Male,Hoodie,Clothing,78,Tennessee,M,Orange,Winter,3.5,Venmo,Next Day Air,29,PayPal,Bi-Weekly,New,Christmas present,21,6
325,37,Male,Shirt,Clothing,82,Wyoming,M,Olive,Summer,4.8,Credit Card,Standard,37,Venmo,Quarterly,New,Back to school,23,9
326,70,Male,Pants,Clothing,70,Vermont,M,Charcoal,Winter,4.3,Debit Card,Free Shipping,38,Debit Card,Annually,Loyal,Summer preperation,19,2
327,62,Male,Scarf,Accessories,41,New Jersey,M,White,Fall,3.2,Cash,Store Pickup,48,Bank Transfer,Weekly,Loyal,Back to school,19,8
328,61,Male,Coat,Outerwear,42,Iowa,M,Teal,Summer,3.1,PayPal,Free Shipping,36,PayPal,Weekly,VIP,Summer preperation,13,8
329,48,Male,Coat,Outerwear,50,Florida,M,Yellow,Fall,2.8,Debit Card,Free Shipping,9,Credit Card,Weekly,Loyal,Pre-fall shopping,22,7
330,70,Male,Socks,Clothing,31,Nevada,S,White,Summer,2.9,Debit Card,2-Day Shipping,34,Bank Transfer,Monthly,VIP,Christmas present,24,5
331,46,Male,Sweater,Clothing,51,North Dakota,M,Beige,Winter,3.7,Bank Transfer,Express,43,Venmo,Bi-Weekly,Loyal,Pre-fall shopping,5,1
332,31,Male,Shirt,Clothing,98,Florida,L,Beige,Fall,3.3,Credit Card,Store Pickup,46,PayPal,Quarterly,Loyal,Pre-fall shopping,15,6
333,19,Male,Shirt,Clothing,86,New York,M,Maroon,Winter,2.8,Cash,2-Day Shipping,5,Credit Card,Monthly,VIP,Back to school,29,3
334,39,Male,Sweater,Clothing,64,Alaska,M,Teal,Winter,4.5,Cash,Standard,15,Bank Transfer,Bi-Weekly,Loyal,Summer preperation,28,3
335,41,Male,Blouse,Clothing,46,Kansas,M,Lavender,Fall,2.6,PayPal,Next Day Air,30,Credit Card,Annually,VIP,Back to school,21,8
336,20,Male,Sweater,Clothing,85,Oregon,L,Maroon,Spring,3.7,Cash,Standard,44,Venmo,Every 3 Months,Loyal,Christmas present,19,8
337,36,Male,Hat,Accessories,81,Rhode Island,S,Orange,Fall,4.4,Debit Card,Express,16,PayPal,Annually,New,Pre-fall shopping,15,1
338,32,Male,Sweater,Clothing,59,New Mexico,M,Cyan,Winter,4.3,Cash,2-Day Shipping,16,Bank Transfer,Annually,VIP,Back to school,20,7
339,69,Male,Hoodie,Clothing,79,Massachusetts,M,Silver,Winter,3.5,Venmo,Express,16,Cash,Weekly,New,Pre-fall shopping,25,8
340,40,Male,Shorts,Clothing,33,Pennsylvania,M,Teal,Spring,3.8,Credit Card,2-Day Shipping,21,Credit Card,Every 3 Months,New,Back to school,10,9
341,40,Male,Shorts,Clothing,47,New Jersey,L,Blue,Summer,3.5,Cash,Express,39,Venmo,Every 3 Months,New,Christmas present,27,4
342,20,Male,Hat,Accessories,20,Utah,S,Blue,Summer,4.6,Credit Card,Store Pickup,40,Debit Card,Bi-Weekly,Loyal,Christmas present,2,7
343,64,Male,Coat,Outerwear,36,Kentucky,M,Olive,Spring,2.6,Bank Transfer,Next Day Air,48,Credit Card,Every 3 Months,VIP,Christmas present,12,2
